0,337
1,324
2,316
3,322
4,314
5,330
6,321
7,308
8,302
9,323
10,325
11,327
12,328
13,307
14,311
15,314
16,317
17,319
18,318
19,303
20,312
21,325
22,328
23,334
24,336
25,340
26,322
27,298
28,295
29,310
30,300
31,327
32,338
33,340
34,331
35,320
36,299
37,300
38,304
39,307
40,308
41,316
42,313
43,332
44,326
45,322
46,329
47,339
48,321
49,327
50,313
51,312
52,334
53,324
54,322
55,320
56,316
57,298
58,300
59,311
60,309
61,307
62,304
63,315
64,325
65,325
66,327
67,316
68,318
69,328
70,332
71,336
72,321
73,314
74,314
75,329
76,327
77,301
78,296
79,294
80,312
81,340
82,320
83,322
84,340
85,319
86,315
87,317
88,314
89,316
90,318
91,299
92,298
93,301
94,303
95,304
96,306
97,331
98,332
99,323
100,322
101,312
102,314
103,317
104,326
105,316
106,329
107,338
108,331
109,304
110,305
111,321
112,301
113,320
114,311
115,310
116,299
117,290
118,296
119,327
120,335
121,334
122,310
123,308
124,301
125,300
126,323
127,319
128,326
129,333
130,339
131,303
132,309
133,323
134,333
135,314
136,312
137,316
138,326
139,318
140,329
141,332
142,331
143,340
144,325
145,320
146,315
147,326
148,339
149,311
150,334
151,332
152,321
153,324
154,326
155,312
156,315
157,309
158,306
159,297
160,315
161,298
162,318
163,317
164,329
165,322
166,302
167,313
168,293
169,311
170,312
171,334
172,322
173,323
174,321
175,320
176,329
177,319
178,309
179,307
180,300
181,305
182,299
183,314
184,316
185,327
186,317
187,335
188,331
189,324
190,324
191,323
192,322
193,336
194,316
195,307
196,306
197,310
198,311
199,313
200,317
201,315
202,340
203,334
204,298
205,295
206,315
207,310
208,305
209,301
210,325
211,328
212,338
213,333
214,331
215,330
216,322
217,321
218,324
219,312
220,313
221,316
222,324
223,308
224,305
225,296
226,306
227,312
228,318
229,324
230,313
231,319
232,312
233,304
234,330
235,326
236,325
237,329
238,310
239,299
240,296
241,317
242,324
243,325
244,314
245,328
246,316
247,311
248,324
249,321
250,320
251,316
252,318
253,335
254,321
255,307
256,309
257,324
258,326
259,331
260,327
261,312
262,308
263,324
264,325
265,313
266,312
267,314
268,327
269,308
270,306
271,299
272,294
273,312
274,315
275,322
276,329
277,320
278,308
279,304
280,311
281,317
282,312
283,321
284,340
285,331
286,336
287,324
288,314
289,313
290,307
291,300
292,302
293,312
294,316
295,317
296,310
297,320
298,330
299,305
300,309
301,319
302,322
303,323
304,313
305,321
306,323
307,325
308,312
309,308
310,320
311,328
312,311
313,301
314,305
315,308
316,298
317,300
318,324
319,327
320,317
321,323
322,314
323,305
324,315
325,326
326,299
327,295
328,324
329,297
330,327
331,311
332,308
333,319
334,312
335,325
336,319
337,332
338,323
339,324
340,312
341,326
342,308
343,305
344,295
345,316
346,304
347,299
348,302
349,313
350,318
351,325
352,303
353,300
354,297
355,317
356,327
357,301
358,314
359,321
360,322
361,334
362,338
363,306
364,313
365,330
366,320
367,311
368,298
369,301
370,310
371,324
372,336
373,321
374,315
375,304
376,297
377,290
378,303
379,311
380,322
381,319
382,324
383,300
384,340
385,335
386,302
387,307
388,296
389,320
390,314
391,318
392,326
393,317
394,329
395,324
396,325
397,330
398,312
399,333
