0,0.92
1,0.76
2,0.72
3,0.8
4,0.65
5,0.9
6,0.75
7,0.68
8,0.5
9,0.45
10,0.52
11,0.84
12,0.78
13,0.62
14,0.61
15,0.54
16,0.66
17,0.65
18,0.63
19,0.62
20,0.64
21,0.7
22,0.94
23,0.95
24,0.97
25,0.94
26,0.76
27,0.44
28,0.46
29,0.54
30,0.65
31,0.74
32,0.91
33,0.9
34,0.94
35,0.88
36,0.64
37,0.58
38,0.52
39,0.48
40,0.46
41,0.49
42,0.53
43,0.87
44,0.91
45,0.88
46,0.86
47,0.89
48,0.82
49,0.78
50,0.76
51,0.56
52,0.78
53,0.72
54,0.7
55,0.64
56,0.64
57,0.46
58,0.36
59,0.42
60,0.48
61,0.47
62,0.54
63,0.56
64,0.52
65,0.55
66,0.61
67,0.57
68,0.68
69,0.78
70,0.94
71,0.96
72,0.93
73,0.84
74,0.74
75,0.72
76,0.74
77,0.64
78,0.44
79,0.46
80,0.5
81,0.96
82,0.92
83,0.92
84,0.94
85,0.76
86,0.72
87,0.66
88,0.64
89,0.74
90,0.64
91,0.38
92,0.34
93,0.44
94,0.36
95,0.42
96,0.48
97,0.86
98,0.9
99,0.79
100,0.71
101,0.64
102,0.62
103,0.57
104,0.74
105,0.69
106,0.87
107,0.91
108,0.93
109,0.68
110,0.61
111,0.69
112,0.62
113,0.72
114,0.59
115,0.66
116,0.56
117,0.45
118,0.47
119,0.71
120,0.94
121,0.94
122,0.57
123,0.61
124,0.57
125,0.64
126,0.85
127,0.78
128,0.84
129,0.92
130,0.96
131,0.77
132,0.71
133,0.79
134,0.89
135,0.82
136,0.76
137,0.71
138,0.8
139,0.78
140,0.84
141,0.9
142,0.92
143,0.97
144,0.8
145,0.81
146,0.75
147,0.83
148,0.96
149,0.79
150,0.93
151,0.94
152,0.86
153,0.79
154,0.8
155,0.77
156,0.7
157,0.65
158,0.61
159,0.52
160,0.57
161,0.53
162,0.67
163,0.68
164,0.81
165,0.78
166,0.65
167,0.64
168,0.64
169,0.65
170,0.68
171,0.89
172,0.86
173,0.89
174,0.87
175,0.85
176,0.9
177,0.82
178,0.72
179,0.73
180,0.71
181,0.71
182,0.68
183,0.75
184,0.72
185,0.89
186,0.84
187,0.93
188,0.93
189,0.88
190,0.9
191,0.87
192,0.86
193,0.94
194,0.77
195,0.78
196,0.73
197,0.73
198,0.7
199,0.72
200,0.73
201,0.72
202,0.97
203,0.97
204,0.69
205,0.57
206,0.63
207,0.66
208,0.64
209,0.68
210,0.79
211,0.82
212,0.95
213,0.96
214,0.94
215,0.93
216,0.91
217,0.85
218,0.84
219,0.74
220,0.76
221,0.75
222,0.76
223,0.71
224,0.67
225,0.61
226,0.63
227,0.64
228,0.71
229,0.82
230,0.73
231,0.74
232,0.69
233,0.64
234,0.91
235,0.88
236,0.85
237,0.86
238,0.7
239,0.59
240,0.6
241,0.65
242,0.7
243,0.76
244,0.63
245,0.81
246,0.72
247,0.71
248,0.8
249,0.77
250,0.74
251,0.7
252,0.71
253,0.93
254,0.85
255,0.79
256,0.76
257,0.78
258,0.77
259,0.9
260,0.87
261,0.71
262,0.7
263,0.7
264,0.75
265,0.71
266,0.72
267,0.73
268,0.83
269,0.77
270,0.72
271,0.54
272,0.49
273,0.52
274,0.58
275,0.78
276,0.89
277,0.7
278,0.66
279,0.67
280,0.68
281,0.8
282,0.81
283,0.8
284,0.94
285,0.93
286,0.92
287,0.89
288,0.82
289,0.79
290,0.58
291,0.56
292,0.56
293,0.64
294,0.61
295,0.68
296,0.76
297,0.86
298,0.9
299,0.71
300,0.62
301,0.66
302,0.65
303,0.73
304,0.62
305,0.74
306,0.79
307,0.8
308,0.69
309,0.7
310,0.76
311,0.84
312,0.78
313,0.67
314,0.66
315,0.65
316,0.54
317,0.58
318,0.79
319,0.8
320,0.75
321,0.73
322,0.72
323,0.62
324,0.67
325,0.81
326,0.63
327,0.69
328,0.8
329,0.43
330,0.8
331,0.73
332,0.75
333,0.71
334,0.73
335,0.83
336,0.72
337,0.94
338,0.81
339,0.81
340,0.75
341,0.79
342,0.58
343,0.59
344,0.47
345,0.49
346,0.47
347,0.42
348,0.57
349,0.62
350,0.74
351,0.73
352,0.64
353,0.63
354,0.59
355,0.73
356,0.79
357,0.68
358,0.7
359,0.81
360,0.85
361,0.93
362,0.91
363,0.69
364,0.77
365,0.86
366,0.74
367,0.57
368,0.51
369,0.67
370,0.72
371,0.89
372,0.95
373,0.79
374,0.39
375,0.38
376,0.34
377,0.47
378,0.56
379,0.71
380,0.78
381,0.73
382,0.82
383,0.62
384,0.96
385,0.96
386,0.46
387,0.53
388,0.49
389,0.76
390,0.64
391,0.71
392,0.84
393,0.77
394,0.89
395,0.82
396,0.84
397,0.91
398,0.67
399,0.95
